province,weather,temp_c,humidity_%,wind_km/h,pressure_mbar,AQI,PM2_5,PM10,O3,NO2,SO2,CO,PM25_was_unknown,date,comunidades
Sevilla,Broken clouds,17,84,9.5,1015,12.0,3.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 18:00:00,Andalucía
Soria,Broken clouds,9,90,29.1,1007,5.0,1.1,Unknown,Unknown,13.0,1.0,Unknown,No,2022-11-16 18:00:00,Castilla y León
Tarragona,Broken clouds,19,51,22.2,1005,33.0,8.0,19.5,59.5,16.0,4.0,Unknown,No,2022-11-16 18:00:00,Cataluña
Teruel,Clear sky,12,71,16.7,1011,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 18:00:00,Aragón
Toledo,Broken clouds,15,69,31.1,1012,17.0,4.0,4.0,Unknown,2.0,2.0,Unknown,No,2022-11-16 18:00:00,Castilla-La Mancha
Valencia/València,Few clouds,19,54,24.1,1008,23.0,2.5,8.0,57.0,6.5,3.5,0.1,No,2022-11-16 18:00:00,Comunidad Valenciana
Valladolid,Broken clouds,12,90,38.9,1007,21.0,5.0,4.0,49.0,15.0,5.0,Unknown,No,2022-11-16 18:00:00,Castilla y León
Zamora,Broken clouds,13,100,40.8,1006,8.0,2.0,2.0,Unknown,8.0,1.0,Unknown,No,2022-11-16 18:00:00,Castilla y León
Zaragoza,Broken clouds,16,58,28.5,1006,19.0,4.5,8.3,30.5,28.1,5.4,150.0,No,2022-11-16 18:00:00,Aragón
Ceuta,Broken clouds,19,84,27.9,1016,53.0,13.2,5.3,Unknown,52.9,14.5,0.1,No,2022-11-16 18:00:00,Ceuta
Albacete,Broken clouds,13,81,36.1,1012,27.0,5.0,18.0,67.0,3.0,3.0,0.0,No,2022-11-16 23:00:00,Castilla-La Mancha
Alicante/Alacant,Rain,19,68,13.0,1011,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Alicante/Alacant
Almería,Clear sky,19,80,11.1,1012,12.0,3.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Andalucía
Asturias,Broken clouds,15,71,5.0,1004,43.0,10.5,10.0,56.0,9.0,3.2,0.5,No,2022-11-16 23:00:00,Asturias
Ávila,Broken clouds,9,95,10.3,1011,1.0,4.1,Unknown,Unknown,2.0,1.0,Unknown,No,2022-11-16 23:00:00,Castilla y León
Badajoz,Broken clouds,16,90,20.9,1014,17.0,4.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Extremadura
"Balears, Illes",Clear sky,19,64,31.5,1008,28.0,6.0,11.0,69.0,2.3,2.8,Unknown,No,2022-11-16 23:00:00,"Balears, Illes"
Barcelona,Broken clouds,18,55,21.7,1005,5.0,1.2,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Cataluña
Burgos,Broken clouds,12,94,33.3,1008,1.0,4.1,Unknown,Unknown,2.0,1.0,Unknown,No,2022-11-16 23:00:00,Castilla y León
Cáceres,Broken clouds,14,93,24.5,1013,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Extremadura
Cádiz,Broken clouds,19,87,16.1,1017,33.0,8.0,14.2,51.0,7.0,2.0,0.6,No,2022-11-16 23:00:00,Andalucía
Cantabria,Broken clouds,16,87,7.4,1003,10.0,2.4,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Cantabria
Castellón/Castelló,Broken clouds,18,58,12.5,1007,13.0,2.0,5.0,32.0,16.0,6.0,0.1,No,2022-11-16 23:00:00,Comunidad Valenciana
Ciudad Real,Broken clouds,13,94,11.1,1013,15.0,2.0,17.0,Unknown,3.0,2.0,Unknown,No,2022-11-16 23:00:00,Castilla-La Mancha
Córdoba,Broken clouds,16,94,9.3,1016,23.0,5.7,11.9,17.5,34.0,2.5,0.3,No,2022-11-16 23:00:00,Andalucía
"Coruña, A",Broken clouds,15,76,13.0,1004,34.0,8.1,Unknown,53.0,3.8,Unknown,Unknown,No,2022-11-16 23:00:00,Galicia
Cuenca,Broken clouds,10,95,24.7,1011,21.0,5.0,10.0,Unknown,Unknown,3.0,Unknown,No,2022-11-16 23:00:00,Castilla-La Mancha
Girona,Broken clouds,12,73,5.0,1005,37.0,9.0,19.0,Unknown,Unknown,1.0,Unknown,No,2022-11-16 23:00:00,Cataluña
Granada,Broken clouds,13,90,3.7,1014,17.0,2.4,8.6,41.0,25.0,11.0,0.1,No,2022-11-16 23:00:00,Andalucía
Guadalajara,Broken clouds,11,100,22.8,1014,17.0,4.0,7.0,Unknown,Unknown,11.0,Unknown,No,2022-11-16 23:00:00,Castilla-La Mancha
Huelva,Scattered clouds,17,86,13.1,1017,20.0,4.5,9.0,50.0,0.0,2.0,0.5,No,2022-11-16 23:00:00,Andalucía
Huesca,Few clouds,10,92,7.4,1006,1.0,4.1,Unknown,Unknown,Unknown,1.0,Unknown,No,2022-11-16 23:00:00,Aragón
Jaén,Broken clouds,14,88,10.9,1016,13.0,3.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Andalucía
León,Broken clouds,12,82,16.7,1007,25.0,6.0,Unknown,Unknown,5.0,2.5,Unknown,No,2022-11-16 23:00:00,Castilla y León
Lleida,Clear sky,11,84,11.1,1004,48.0,11.5,18.0,7.0,1.0,1.0,Unknown,No,2022-11-16 23:00:00,Cataluña
Lugo,Broken clouds,12,93,14.6,1006,45.0,11.0,14.0,Unknown,3.5,1.5,Unknown,No,2022-11-16 23:00:00,Galicia
Madrid,Broken clouds,12,93,23.4,1011,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Madrid
Málaga,Broken clouds,18,77,9.9,1017,1.0,0.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Andalucía
Murcia,Broken clouds,19,54,10.8,1012,8.0,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Murcia
Navarra,Broken clouds,15,67,18.5,1009,9.0,2.1,Unknown,15.0,37.0,1.0,Unknown,No,2022-11-16 23:00:00,Navarra
Ourense,Broken clouds,17,91,13.6,1008,14.0,3.0,15.0,Unknown,Unknown,4.7,Unknown,No,2022-11-16 23:00:00,Galicia
Palencia,Broken clouds,12,88,30.0,1008,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Castilla y León
"Palmas, Las",Broken clouds,22,67,9.0,1021,59.0,16.0,42.0,41.0,38.0,1.0,Unknown,No,2022-11-16 23:00:00,Canarias
"Rioja, La",Broken clouds,10,87,1.8,1006,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,"Rioja, La"
Salamanca,Broken clouds,11,97,25.9,1012,12.0,3.0,Unknown,Unknown,4.0,2.0,Unknown,No,2022-11-16 23:00:00,Castilla y León
Santa Cruz de Tenerife,Clear sky,23,27,13.0,1023,43.0,10.3,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Canarias
Segovia,Broken clouds,11,87,13.1,1010,17.0,4.0,7.0,Unknown,Unknown,2.0,Unknown,No,2022-11-16 23:00:00,Castilla y León
Sevilla,Broken clouds,18,90,13.0,1015,59.0,16.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Andalucía
Soria,Broken clouds,10,95,17.7,1007,1.0,4.1,Unknown,Unknown,Unknown,1.0,Unknown,No,2022-11-16 23:00:00,Castilla y León
Tarragona,Broken clouds,18,60,27.0,1006,33.0,8.0,13.0,44.0,26.0,2.5,Unknown,No,2022-11-16 23:00:00,Cataluña
Teruel,Broken clouds,11,90,16.6,1011,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-16 23:00:00,Aragón
Toledo,Broken clouds,15,70,25.3,1013,8.0,2.0,3.0,Unknown,2.0,2.0,Unknown,No,2022-11-16 23:00:00,Castilla-La Mancha
Valencia/València,Broken clouds,19,63,30.9,1009,16.0,3.5,7.0,39.0,14.0,4.0,0.1,No,2022-11-16 23:00:00,Comunidad Valenciana
Valladolid,Broken clouds,13,90,31.5,1008,23.0,5.5,2.5,48.0,9.0,8.0,Unknown,No,2022-11-16 23:00:00,Castilla y León
Zamora,Broken clouds,13,92,29.2,1009,12.0,3.0,4.0,Unknown,7.0,1.0,Unknown,No,2022-11-16 23:00:00,Castilla y León
Zaragoza,Clear sky,17,63,33.3,1005,23.0,5.5,9.6,40.2,16.1,5.0,110.0,No,2022-11-16 23:00:00,Aragón
Ceuta,Broken clouds,19,86,27.1,1018,37.0,8.8,15.6,21.1,46.2,22.8,0.1,No,2022-11-16 23:00:00,Ceuta
Albacete,Broken clouds,15,77,22.2,1012,25.0,6.0,9.0,58.0,4.0,2.0,0.0,No,2022-11-17 08:00:00,Castilla-La Mancha
Alicante/Alacant,Few clouds,18,69,7.4,1009,22.0,1.0,1.0,53.0,1.0,3.0,0.1,No,2022-11-17 08:00:00,Alicante/Alacant
Almería,Clear sky,18,72,17.9,1012,8.0,1.8,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 08:00:00,Andalucía
Asturias,Clear sky,12,87,4.8,1001,28.0,5.0,15.0,69.0,3.0,2.0,0.5,No,2022-11-17 08:00:00,Asturias
Ávila,Broken clouds,10,94,10.2,1008,1.0,4.1,Unknown,Unknown,2.0,1.0,Unknown,No,2022-11-17 08:00:00,Castilla y León
Badajoz,Broken clouds,15,94,20.4,1013,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 08:00:00,Extremadura
"Balears, Illes",Clear sky,20,70,35.2,1008,25.0,3.0,4.0,60.0,0.6,3.1,Unknown,No,2022-11-17 08:00:00,"Balears, Illes"
Barcelona,Broken clouds,17,67,13.2,1005,13.0,3.2,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 08:00:00,Cataluña
Burgos,Broken clouds,11,93,25.9,1006,1.0,4.1,Unknown,Unknown,8.0,1.0,Unknown,No,2022-11-17 08:00:00,Castilla y León
Cáceres,Broken clouds,14,94,23.1,1011,13.0,3.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 08:00:00,Extremadura
Cádiz,Broken clouds,18,94,20.4,1016,29.0,7.0,13.0,59.0,1.0,2.0,0.5,No,2022-11-17 08:00:00,Andalucía
Cantabria,Broken clouds,16,79,28.3,1004,9.0,2.2,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 08:00:00,Cantabria
Castellón/Castelló,Broken clouds,19,61,12.6,1006,16.0,1.0,1.0,38.0,6.0,4.0,0.1,No,2022-11-17 08:00:00,Comunidad Valenciana
Ciudad Real,Scattered clouds,13,94,16.1,1012,8.0,2.0,9.0,Unknown,3.0,2.0,Unknown,No,2022-11-17 08:00:00,Castilla-La Mancha
Córdoba,Broken clouds,15,89,12.1,1015,29.0,7.1,14.1,43.0,2.0,2.5,0.2,No,2022-11-17 08:00:00,Andalucía
"Coruña, A",Broken clouds,14,82,28.8,1006,53.0,13.1,Unknown,Unknown,3.3,Unknown,Unknown,No,2022-11-17 08:00:00,Galicia
Cuenca,Broken clouds,11,95,25.7,1010,29.0,7.0,14.0,Unknown,Unknown,4.0,Unknown,No,2022-11-17 08:00:00,Castilla-La Mancha
Girona,Broken clouds,13,55,4.8,1004,50.0,12.0,21.0,Unknown,Unknown,2.0,Unknown,No,2022-11-17 08:00:00,Cataluña
Granada,Broken clouds,13,86,4.4,1016,13.0,1.2,7.6,31.0,13.0,10.0,0.1,No,2022-11-17 08:00:00,Andalucía
Guadalajara,Broken clouds,12,96,29.4,1009,4.0,1.0,3.0,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 08:00:00,Castilla-La Mancha
Huelva,Broken clouds,18,78,19.7,1015,22.0,3.3,6.3,53.0,0.0,2.0,0.3,No,2022-11-17 08:00:00,Andalucía
Huesca,Clear sky,10,95,0.0,1006,9.0,4.1,Unknown,22.0,18.0,2.0,Unknown,No,2022-11-17 08:00:00,Aragón
Jaén,Broken clouds,14,91,9.6,1015,24.0,1.1,3.8,58.0,3.0,4.0,0.3,No,2022-11-17 08:00:00,Andalucía
León,Broken clouds,10,87,14.0,1005,12.0,3.0,Unknown,Unknown,22.0,2.0,Unknown,No,2022-11-17 08:00:00,Castilla y León
Lleida,Clear sky,13,81,10.9,1006,45.0,11.0,17.5,4.0,1.0,1.0,Unknown,No,2022-11-17 08:00:00,Cataluña
Lugo,Broken clouds,10,89,12.0,1007,68.0,20.0,Unknown,Unknown,1.0,1.2,Unknown,No,2022-11-17 08:00:00,Galicia
Madrid,Broken clouds,12,92,27.6,1009,19.0,4.0,5.0,46.0,14.0,1.0,Unknown,No,2022-11-17 08:00:00,Madrid
Málaga,Few clouds,17,81,9.3,1013,11.0,2.6,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 08:00:00,Andalucía
Murcia,Clear sky,17,71,14.8,1009,33.0,8.0,23.0,4.0,44.0,3.0,Unknown,No,2022-11-17 08:00:00,Murcia
Navarra,Few clouds,12,85,3.7,1009,12.0,3.0,4.5,Unknown,31.5,1.0,Unknown,No,2022-11-17 08:00:00,Navarra
Ourense,Broken clouds,13,91,12.7,1008,13.0,1.0,14.0,Unknown,Unknown,4.2,Unknown,No,2022-11-17 08:00:00,Galicia
Palencia,Broken clouds,12,93,9.6,1005,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 08:00:00,Castilla y León
"Palmas, Las",Broken clouds,21,71,12.7,1021,3.0,4.1,Unknown,Unknown,Unknown,5.0,Unknown,No,2022-11-17 08:00:00,Canarias
"Rioja, La",Few clouds,9,93,7.4,1005,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 08:00:00,"Rioja, La"
Salamanca,Rain,12,98,24.1,1010,4.0,1.0,Unknown,Unknown,1.0,Unknown,Unknown,No,2022-11-17 08:00:00,Castilla y León
Santa Cruz de Tenerife,Clear sky,21,33,11.1,1022,59.0,16.0,31.5,22.0,16.0,8.0,Unknown,No,2022-11-17 08:00:00,Canarias
Segovia,Broken clouds,11,94,17.0,1008,8.0,2.0,3.0,Unknown,Unknown,2.0,Unknown,No,2022-11-17 08:00:00,Castilla y León
Sevilla,Broken clouds,17,91,7.4,1014,12.0,3.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 08:00:00,Andalucía
Soria,Broken clouds,11,100,26.8,1006,4.0,4.1,Unknown,Unknown,26.0,1.0,Unknown,No,2022-11-17 08:00:00,Castilla y León
Tarragona,Broken clouds,19,65,26.3,1005,29.0,7.0,12.0,34.0,21.0,2.0,Unknown,No,2022-11-17 08:00:00,Cataluña
Teruel,Broken clouds,13,90,20.2,1009,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 08:00:00,Aragón
Toledo,Broken clouds,15,72,31.0,1011,8.0,2.0,4.0,Unknown,2.0,2.0,Unknown,No,2022-11-17 08:00:00,Castilla-La Mancha
Valencia/València,Broken clouds,20,64,31.4,1008,20.0,1.0,2.5,50.0,1.5,3.5,0.1,No,2022-11-17 08:00:00,Comunidad Valenciana
Valladolid,Broken clouds,12,94,24.2,1007,17.0,4.0,4.5,34.0,15.0,11.0,Unknown,No,2022-11-17 08:00:00,Castilla y León
Zamora,Broken clouds,14,83,36.4,1007,8.0,2.0,2.0,Unknown,10.0,1.0,Unknown,No,2022-11-17 08:00:00,Castilla y León
Zaragoza,Scattered clouds,17,70,25.9,1004,39.0,9.5,16.8,15.8,19.8,4.7,220.0,No,2022-11-17 08:00:00,Aragón
Ceuta,Few clouds,19,87,23.1,1016,31.0,7.4,9.4,31.1,36.6,14.7,0.1,No,2022-11-17 08:00:00,Ceuta
Albacete,Broken clouds,17,67,35.2,1013,26.0,5.0,15.0,63.0,3.0,2.0,0.0,No,2022-11-17 12:00:00,Castilla-La Mancha
Alicante/Alacant,Few clouds,23,49,30.9,1010,21.0,1.0,3.0,52.5,5.0,5.0,0.1,No,2022-11-17 12:00:00,Alicante/Alacant
Almería,Few clouds,21,73,31.5,1012,7.0,1.7,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 12:00:00,Andalucía
Asturias,Few clouds,17,49,15.0,1005,58.0,15.5,10.0,34.0,22.0,21.0,0.7,No,2022-11-17 12:00:00,Asturias
Ávila,Broken clouds,11,77,17.4,1009,5.0,1.1,Unknown,Unknown,1.0,1.0,Unknown,No,2022-11-17 12:00:00,Castilla y León
Badajoz,Broken clouds,18,79,25.1,1014,18.0,4.1,Unknown,44.0,6.9,0.4,0.2,No,2022-11-17 12:00:00,Extremadura
"Balears, Illes",Clear sky,22,68,42.6,1008,22.0,3.0,5.1,54.0,3.1,2.3,Unknown,No,2022-11-17 12:00:00,"Balears, Illes"
Barcelona,Clear sky,20,64,11.1,1005,4.0,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 12:00:00,Cataluña
Burgos,Scattered clouds,14,72,37.0,1006,5.0,1.1,Unknown,Unknown,2.0,1.0,Unknown,No,2022-11-17 12:00:00,Castilla y León
Cáceres,Broken clouds,16,79,24.4,1012,0.0,4.1,Unknown,Unknown,2.7,0.1,0.1,No,2022-11-17 12:00:00,Extremadura
Cádiz,Broken clouds,20,75,23.1,1017,25.0,6.0,13.0,56.0,4.0,2.0,0.6,No,2022-11-17 12:00:00,Andalucía
Cantabria,Broken clouds,17,72,9.6,1005,31.0,7.5,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 12:00:00,Cantabria
Castellón/Castelló,Broken clouds,23,50,27.3,1007,5.0,4.1,Unknown,12.0,22.0,8.0,0.1,No,2022-11-17 12:00:00,Comunidad Valenciana
Ciudad Real,Broken clouds,15,91,27.4,1013,10.0,2.0,11.0,Unknown,3.0,2.0,Unknown,No,2022-11-17 12:00:00,Castilla-La Mancha
Córdoba,Broken clouds,19,74,16.8,1016,16.0,3.2,8.6,38.0,Unknown,2.0,Unknown,No,2022-11-17 12:00:00,Andalucía
"Coruña, A",Broken clouds,14,78,30.4,1008,29.0,7.0,Unknown,47.0,25.0,1.0,0.1,No,2022-11-17 12:00:00,Galicia
Cuenca,Broken clouds,11,95,31.5,1011,53.0,13.0,23.0,Unknown,Unknown,4.0,Unknown,No,2022-11-17 12:00:00,Castilla-La Mancha
Girona,Broken clouds,18,49,6.4,1005,50.0,12.0,21.0,Unknown,Unknown,4.0,Unknown,No,2022-11-17 12:00:00,Cataluña
Granada,Broken clouds,15,75,8.0,1017,7.0,1.2,7.6,Unknown,35.0,11.0,0.2,No,2022-11-17 12:00:00,Andalucía
Guadalajara,Broken clouds,13,100,29.5,1011,8.0,2.0,4.0,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 12:00:00,Castilla-La Mancha
Huelva,Scattered clouds,20,66,22.4,1016,41.0,10.0,19.4,44.0,0.5,2.0,0.4,No,2022-11-17 12:00:00,Andalucía
Huesca,Scattered clouds,15,68,4.9,1006,3.0,4.1,Unknown,7.0,Unknown,1.0,Unknown,No,2022-11-17 12:00:00,Aragón
Jaén,Broken clouds,15,78,14.1,1016,26.0,4.1,Unknown,64.0,3.0,4.0,0.3,No,2022-11-17 12:00:00,Andalucía
León,Broken clouds,13,60,33.3,1005,4.0,1.0,Unknown,Unknown,5.5,1.5,Unknown,No,2022-11-17 12:00:00,Castilla y León
Lleida,Clear sky,17,74,3.7,1005,45.0,11.0,19.5,6.0,1.0,1.5,Unknown,No,2022-11-17 12:00:00,Cataluña
Lugo,Broken clouds,11,85,15.7,1008,35.0,8.5,6.0,Unknown,Unknown,1.5,Unknown,No,2022-11-17 12:00:00,Galicia
Madrid,Shower rain,14,93,29.6,1010,18.0,4.0,5.0,43.0,13.5,1.0,Unknown,No,2022-11-17 12:00:00,Madrid
Málaga,Scattered clouds,23,59,9.3,1014,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 12:00:00,Andalucía
Murcia,Clear sky,24,42,14.5,1010,23.0,5.5,24.0,41.0,24.0,2.0,Unknown,No,2022-11-17 12:00:00,Murcia
Navarra,Few clouds,18,59,14.8,1005,29.0,7.0,13.0,Unknown,19.5,1.0,Unknown,No,2022-11-17 12:00:00,Navarra
Ourense,Broken clouds,15,86,20.1,1009,21.0,5.0,Unknown,Unknown,Unknown,4.8,Unknown,No,2022-11-17 12:00:00,Galicia
Palencia,Broken clouds,13,60,39.7,1007,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 12:00:00,Castilla y León
"Palmas, Las",Broken clouds,23,62,10.3,1022,4.0,4.1,Unknown,Unknown,Unknown,8.0,Unknown,No,2022-11-17 12:00:00,Canarias
"Rioja, La",Broken clouds,19,47,26.2,1004,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 12:00:00,"Rioja, La"
Salamanca,Broken clouds,12,85,32.8,1010,4.0,1.0,Unknown,Unknown,3.0,1.0,Unknown,No,2022-11-17 12:00:00,Castilla y León
Santa Cruz de Tenerife,Broken clouds,22,68,16.0,1022,65.0,19.0,51.0,30.0,21.0,9.0,0.0,No,2022-11-17 12:00:00,Canarias
Segovia,Broken clouds,12,81,27.2,1010,8.0,2.0,2.0,Unknown,4.0,2.0,Unknown,No,2022-11-17 12:00:00,Castilla y León
Sevilla,Broken clouds,22,55,23.6,1016,12.0,3.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 12:00:00,Andalucía
Soria,Broken clouds,11,90,1.6,1006,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 12:00:00,Castilla y León
Tarragona,Few clouds,21,64,3.7,1009,33.0,8.0,15.0,31.0,19.0,4.0,Unknown,No,2022-11-17 12:00:00,Cataluña
Teruel,Broken clouds,14,82,13.0,1010,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 12:00:00,Aragón
Toledo,Broken clouds,16,71,35.3,1011,21.0,5.0,4.0,Unknown,2.0,2.0,Unknown,No,2022-11-17 12:00:00,Castilla-La Mancha
Valencia/València,Few clouds,20,63,53.7,1007,35.0,5.0,39.0,44.0,5.0,3.0,0.2,No,2022-11-17 12:00:00,Comunidad Valenciana
Valladolid,Broken clouds,14,66,38.6,1008,19.0,4.1,Unknown,46.0,12.0,Unknown,Unknown,No,2022-11-17 12:00:00,Castilla y León
Zamora,Broken clouds,14,67,42.8,1009,4.0,1.0,1.0,Unknown,4.0,1.0,Unknown,No,2022-11-17 12:00:00,Castilla y León
Zaragoza,Broken clouds,18,70,27.7,1006,59.0,16.0,25.8,6.5,26.0,6.1,265.0,No,2022-11-17 12:00:00,Aragón
Ceuta,Few clouds,18,73,30.8,1018,50.0,12.0,19.8,36.7,32.4,15.7,0.2,No,2022-11-17 12:00:00,Ceuta
Albacete,Broken clouds,15,82,20.4,1012,23.0,2.0,10.0,57.0,3.0,2.0,0.0,No,2022-11-17 22:00:00,Castilla-La Mancha
Alicante/Alacant,Clear sky,21,59,9.3,1009,18.0,1.0,1.0,45.0,5.0,3.0,0.1,No,2022-11-17 22:00:00,Alicante/Alacant
Almería,Clear sky,20,69,22.6,1012,29.0,7.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 22:00:00,Andalucía
Asturias,Scattered clouds,10,91,3.6,1008,17.0,4.0,Unknown,17.0,43.0,4.0,0.5,No,2022-11-17 22:00:00,Asturias
Ávila,Broken clouds,8,87,17.1,1013,1.0,4.1,Unknown,Unknown,3.0,1.0,Unknown,No,2022-11-17 22:00:00,Castilla y León
Badajoz,Scattered clouds,14,95,1.6,1015,20.0,4.1,Unknown,49.0,15.0,1.7,0.2,No,2022-11-17 22:00:00,Extremadura
"Balears, Illes",Clear sky,23,57,27.8,1008,29.0,4.1,Unknown,70.0,2.0,4.1,Unknown,No,2022-11-17 22:00:00,"Balears, Illes"
Barcelona,Clear sky,20,49,28.9,1004,28.0,6.8,16.0,40.0,23.5,2.0,200.0,No,2022-11-17 22:00:00,Cataluña
Burgos,Broken clouds,9,81,16.7,1010,3.0,4.1,Unknown,Unknown,19.0,1.0,Unknown,No,2022-11-17 22:00:00,Castilla y León
Cáceres,Scattered clouds,11,87,13.6,1014,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 22:00:00,Extremadura
Cádiz,Broken clouds,19,85,24.6,1017,45.0,11.0,22.4,61.0,2.0,2.0,0.6,No,2022-11-17 22:00:00,Andalucía
Cantabria,Broken clouds,14,76,33.9,1010,11.0,2.6,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 22:00:00,Cantabria
Castellón/Castelló,Scattered clouds,18,61,15.2,1008,15.0,1.0,1.0,37.0,7.0,3.0,0.1,No,2022-11-17 22:00:00,Comunidad Valenciana
Ciudad Real,Broken clouds,12,82,27.1,1013,17.0,4.0,16.0,Unknown,3.0,2.0,Unknown,No,2022-11-17 22:00:00,Castilla-La Mancha
Córdoba,Broken clouds,16,94,13.0,1014,22.0,3.6,5.4,54.5,9.5,2.0,0.3,No,2022-11-17 22:00:00,Andalucía
"Coruña, A",Few clouds,12,84,7.4,1010,59.0,16.0,60.0,61.0,4.0,1.0,Unknown,No,2022-11-17 22:00:00,Galicia
Cuenca,Broken clouds,10,91,28.2,1011,21.0,5.0,11.0,Unknown,Unknown,4.0,Unknown,No,2022-11-17 22:00:00,Castilla-La Mancha
Girona,Few clouds,14,87,11.1,1004,53.0,13.0,24.0,Unknown,Unknown,1.0,Unknown,No,2022-11-17 22:00:00,Cataluña
Granada,Broken clouds,15,81,0.0,1012,20.0,2.4,4.3,48.0,15.0,11.0,0.1,No,2022-11-17 22:00:00,Andalucía
Guadalajara,Scattered clouds,11,75,12.3,1011,41.0,10.0,19.0,Unknown,Unknown,5.0,Unknown,No,2022-11-17 22:00:00,Castilla-La Mancha
Huelva,Scattered clouds,16,89,13.6,1016,33.0,8.0,16.2,Unknown,6.0,3.0,0.4,No,2022-11-17 22:00:00,Andalucía
Huesca,Broken clouds,11,72,16.9,1007,1.0,4.1,Unknown,Unknown,Unknown,1.0,Unknown,No,2022-11-17 22:00:00,Aragón
Jaén,Broken clouds,14,87,13.0,1015,26.0,3.2,3.8,62.5,8.5,4.0,0.3,No,2022-11-17 22:00:00,Andalucía
León,Broken clouds,8,76,15.6,1010,17.0,4.0,Unknown,Unknown,20.0,1.5,Unknown,No,2022-11-17 22:00:00,Castilla y León
Lleida,Few clouds,16,52,24.0,1005,48.0,11.5,18.5,43.0,1.0,1.0,Unknown,No,2022-11-17 22:00:00,Cataluña
Lugo,Broken clouds,9,98,4.8,1011,26.0,6.2,6.0,Unknown,Unknown,1.8,Unknown,No,2022-11-17 22:00:00,Galicia
Madrid,Broken clouds,13,64,19.4,1011,17.0,4.0,10.0,37.0,29.0,4.5,Unknown,No,2022-11-17 22:00:00,Madrid
Málaga,Few clouds,18,71,9.8,1015,14.0,3.4,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 22:00:00,Andalucía
Murcia,Scattered clouds,20,56,3.2,1010,11.0,2.0,12.0,11.0,58.0,4.0,Unknown,No,2022-11-17 22:00:00,Murcia
Navarra,Broken clouds,9,88,7.9,1009,37.0,9.0,15.0,40.0,11.0,1.0,Unknown,No,2022-11-17 22:00:00,Navarra
Ourense,Broken clouds,11,94,4.0,1013,33.0,8.0,Unknown,Unknown,Unknown,4.5,Unknown,No,2022-11-17 22:00:00,Galicia
Palencia,Few clouds,9,78,20.1,1011,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 22:00:00,Castilla y León
